Ticker,Name,URL
1305,iFreeETF TOPIX,https://www.daiwa-am.co.jp/etf/lineup/1305/
1306,TOPIX Core30 ETF,https://nextfunds.jp/lineup/1306/
1308,TOPIX-17 ETF,https://www.smam-jp.com/etf/fund/1308.html
